DATE                      TIME                      DAYS_SINCE_JAN            DAS_TEMP_(C)              OUTLET_PROPORTIONAL_VALVE SOLENOID_VALVES           MULTI_POS_VALVE           SPECTRUMID                CO2                       CO2_CORR                  CH4                       H2O                      
12/07/18                  04:52:02.9                3.4020281190E+2           2.5250000000E+1           3.8721000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2768933964E+2           4.2768933964E+2           1.9946856182E+0           4.0245193124E-1          
12/07/18                  04:52:04.1                3.4020282576E+2           2.5250000000E+1           3.8729000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2768933964E+2           4.2768933964E+2           1.9912647766E+0           4.0245193124E-1          
12/07/18                  04:52:07.2                3.4020286155E+2           2.5312500000E+1           3.8725000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2890451943E+2           4.2890451943E+2           1.9912647766E+0           3.9793100837E-1          
12/07/18                  04:52:08.5                3.4020287620E+2           2.5312500000E+1           3.8721000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2890451943E+2           4.2890451943E+2           1.9901455125E+0           3.9793100837E-1          
12/07/18                  04:52:11.7                3.4020291412E+2           2.5312500000E+1           3.8718000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2818348085E+2           4.2818348085E+2           1.9901455125E+0           4.0419934945E-1          
12/07/18                  04:52:12.9                3.4020292723E+2           2.5312500000E+1           3.8726000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2818348085E+2           4.2818348085E+2           1.9901482373E+0           4.0419934945E-1          
12/07/18                  04:52:16.1                3.4020296446E+2           2.5312500000E+1           3.8712000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2788277711E+2           4.2788277711E+2           1.9901482373E+0           4.0146234971E-1          
12/07/18                  04:52:17.3                3.4020297903E+2           2.5312500000E+1           3.8712000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2788277711E+2           4.2788277711E+2           1.9905713538E+0           4.0146234971E-1          
12/07/18                  04:52:20.3                3.4020301373E+2           2.5375000000E+1           3.8711000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2878885482E+2           4.2878885482E+2           1.9905713538E+0           4.0540369153E-1          
12/07/18                  04:52:21.5                3.4020302712E+2           2.5375000000E+1           3.8711000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2878885482E+2           4.2878885482E+2           1.9914576650E+0           4.0540369153E-1          
12/07/18                  04:52:24.6                3.4020306278E+2           2.5375000000E+1           3.8717000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2806968641E+2           4.2806968641E+2           1.9914576650E+0           3.9876759720E-1          
12/07/18                  04:52:25.7                3.4020307601E+2           2.5375000000E+1           3.8725000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2806968641E+2           4.2806968641E+2           1.9909692359E+0           3.9876759720E-1          
12/07/18                  04:52:28.6                3.4020310905E+2           2.5375000000E+1           3.8715000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2726483900E+2           4.2726483900E+2           1.9909692359E+0           4.0630550551E-1          
12/07/18                  04:52:29.7                3.4020312232E+2           2.5375000000E+1           3.8726000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2726483900E+2           4.2726483900E+2           1.9909752341E+0           4.0630550551E-1          
12/07/18                  04:52:32.6                3.4020315530E+2           2.5437500000E+1           3.8716000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2638352383E+2           4.2638352383E+2           1.9909752341E+0           4.0108193063E-1          
12/07/18                  04:52:33.7                3.4020316867E+2           2.5437500000E+1           3.8724000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2638352383E+2           4.2638352383E+2           1.9933360873E+0           4.0108193063E-1          
12/07/18                  04:52:36.7                3.4020320312E+2           2.5437500000E+1           3.8699000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2605539104E+2           4.2605539104E+2           1.9933360873E+0           4.0009822453E-1          
12/07/18                  04:52:37.8                3.4020321620E+2           2.5437500000E+1           3.8710000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2605539104E+2           4.2605539104E+2           1.9924109039E+0           4.0009822453E-1          
12/07/18                  04:52:40.9                3.4020325132E+2           2.5437500000E+1           3.8727000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2789637539E+2           4.2789637539E+2           1.9924109039E+0           3.9994894705E-1          
12/07/18                  04:52:42.0                3.4020326426E+2           2.5500000000E+1           3.8740000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2789637539E+2           4.2789637539E+2           1.9935418202E+0           3.9994894705E-1          
12/07/18                  04:52:45.0                3.4020329908E+2           2.5500000000E+1           3.8695000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2723128930E+2           4.2723128930E+2           1.9935418202E+0           4.0275124898E-1          
12/07/18                  04:52:46.1                3.4020331247E+2           2.5500000000E+1           3.8698000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2723128930E+2           4.2723128930E+2           1.9904910210E+0           4.0275124898E-1          
12/07/18                  04:52:49.0                3.4020334585E+2           2.5500000000E+1           3.8706000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2748025040E+2           4.2748025040E+2           1.9904910210E+0           3.9994409718E-1          
12/07/18                  04:52:50.1                3.4020335841E+2           2.5562500000E+1           3.8733000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2748025040E+2           4.2748025040E+2           1.9977273071E+0           3.9994409718E-1          
12/07/18                  04:52:52.8                3.4020338972E+2           2.5562500000E+1           3.8810000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.3277399516E+2           4.3277399516E+2           1.9977273071E+0           4.0020395663E-1          
12/07/18                  04:52:53.9                3.4020340188E+2           2.5562500000E+1           3.8698000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.3277399516E+2           4.3277399516E+2           1.9914355065E+0           4.0020395663E-1          
12/07/18                  04:52:56.6                3.4020343339E+2           2.5562500000E+1           3.8692000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.3355192285E+2           4.3355192285E+2           1.9914355065E+0           4.0385244180E-1          
12/07/18                  04:52:57.7                3.4020344592E+2           2.5625000000E+1           3.8629000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.3355192285E+2           4.3355192285E+2           1.9913196039E+0           4.0385244180E-1          
12/07/18                  04:53:00.6                3.4020347995E+2           2.5625000000E+1           3.8533000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2772943755E+2           4.2772943755E+2           1.9913196039E+0           3.9818428922E-1          
12/07/18                  04:53:01.7                3.4020349284E+2           2.5625000000E+1           3.8581000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2772943755E+2           4.2772943755E+2           1.9894929863E+0           3.9818428922E-1          
12/07/18                  04:53:04.4                3.4020352371E+2           2.5625000000E+1           3.8621000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2549194001E+2           4.2549194001E+2           1.9894929863E+0           4.0377110953E-1          
12/07/18                  04:53:05.5                3.4020353687E+2           2.5625000000E+1           3.8644000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2549194001E+2           4.2549194001E+2           1.9863041347E+0           4.0377110953E-1          
12/07/18                  04:53:08.3                3.4020356829E+2           2.5625000000E+1           3.8913000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2555784492E+2           4.2555784492E+2           1.9863041347E+0           4.0596829984E-1          
12/07/18                  04:53:09.4                3.4020358154E+2           2.5687500000E+1           3.8903000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2555784492E+2           4.2555784492E+2           1.9920716833E+0           4.0596829984E-1          
12/07/18                  04:53:12.1                3.4020361288E+2           2.5687500000E+1           3.8759000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2488899402E+2           4.2488899402E+2           1.9920716833E+0           3.9645899954E-1          
12/07/18                  04:53:13.2                3.4020362545E+2           2.5687500000E+1           3.8707000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2488899402E+2           4.2488899402E+2           1.9821536343E+0           3.9645899954E-1          
12/07/18                  04:53:16.2                3.4020366006E+2           2.5687500000E+1           3.8651000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2495742572E+2           4.2495742572E+2           1.9821536343E+0           3.9891223541E-1          
12/07/18                  04:53:17.3                3.4020367289E+2           2.5687500000E+1           3.8697000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2495742572E+2           4.2495742572E+2           1.9839724164E+0           3.9891223541E-1          
12/07/18                  04:53:20.2                3.4020370685E+2           2.5750000000E+1           3.8720000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2516398892E+2           4.2516398892E+2           1.9839724164E+0           4.0627266289E-1          
12/07/18                  04:53:21.4                3.4020371998E+2           2.5750000000E+1           3.8710000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2516398892E+2           4.2516398892E+2           1.9876722900E+0           4.0627266289E-1          
12/07/18                  04:53:24.2                3.4020375322E+2           2.5750000000E+1           3.8649000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2471214512E+2           4.2471214512E+2           1.9876722900E+0           4.0538845632E-1          
12/07/18                  04:53:25.3                3.4020376564E+2           2.5812500000E+1           3.8694000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2471214512E+2           4.2471214512E+2           1.9836666441E+0           4.0538845632E-1          
12/07/18                  04:53:28.2                3.4020379892E+2           2.5812500000E+1           3.8700000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2643517550E+2           4.2643517550E+2           1.9836666441E+0           4.0223106004E-1          
12/07/18                  04:53:29.3                3.4020381155E+2           2.5812500000E+1           3.8647000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2643517550E+2           4.2643517550E+2           1.9942415200E+0           4.0223106004E-1          
12/07/18                  04:53:32.1                3.4020384386E+2           2.5812500000E+1           3.8744000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2577729737E+2           4.2577729737E+2           1.9942415200E+0           4.0640017252E-1          
12/07/18                  04:53:33.2                3.4020385653E+2           2.5812500000E+1           3.8718000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2577729737E+2           4.2577729737E+2           1.9899051826E+0           4.0640017252E-1          
12/07/18                  04:53:36.1                3.4020389028E+2           2.5875000000E+1           3.8689000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2510295600E+2           4.2510295600E+2           1.9899051826E+0           4.0359766209E-1          
12/07/18                  04:53:37.1                3.4020390250E+2           2.5875000000E+1           3.8741000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2510295600E+2           4.2510295600E+2           1.9874140133E+0           4.0359766209E-1          
12/07/18                  04:53:40.0                3.4020393629E+2           2.5875000000E+1           3.8727000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2622192956E+2           4.2622192956E+2           1.9874140133E+0           4.0087566969E-1          
12/07/18                  04:53:41.2                3.4020394942E+2           2.5937500000E+1           3.8741000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2622192956E+2           4.2622192956E+2           1.9861321013E+0           4.0087566969E-1          
12/07/18                  04:53:44.0                3.4020398220E+2           2.5937500000E+1           3.8704000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2649173152E+2           4.2649173152E+2           1.9861321013E+0           3.9999193848E-1          
12/07/18                  04:53:45.1                3.4020399503E+2           2.5937500000E+1           3.8684000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2649173152E+2           4.2649173152E+2           1.9871512969E+0           3.9999193848E-1          
12/07/18                  04:53:47.9                3.4020402735E+2           2.6000000000E+1           3.8714000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2585250042E+2           4.2585250042E+2           1.9871512969E+0           4.0687112874E-1          
12/07/18                  04:53:49.0                3.4020404015E+2           2.5937500000E+1           3.8712000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2585250042E+2           4.2585250042E+2           1.9868770329E+0           4.0687112874E-1          
12/07/18                  04:53:51.8                3.4020407254E+2           2.6000000000E+1           3.8751000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2719093692E+2           4.2719093692E+2           1.9868770329E+0           4.1144313482E-1          
12/07/18                  04:53:52.9                3.4020408524E+2           2.6000000000E+1           3.8731000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2719093692E+2           4.2719093692E+2           1.9899595540E+0           4.1144313482E-1          
12/07/18                  04:53:55.7                3.4020411755E+2           2.6000000000E+1           3.8758000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.3321399820E+2           4.3321399820E+2           1.9899595540E+0           4.0650680591E-1          
12/07/18                  04:53:56.8                3.4020413039E+2           2.6000000000E+1           3.8771000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.3321399820E+2           4.3321399820E+2           1.9925008191E+0           4.0650680591E-1          
12/07/18                  04:53:59.6                3.4020416303E+2           2.6062500000E+1           3.8765000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2756721314E+2           4.2756721314E+2           1.9925008191E+0           4.0784260205E-1          
12/07/18                  04:54:00.7                3.4020417554E+2           2.6062500000E+1           3.8778000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2756721314E+2           4.2756721314E+2           2.0205861908E+0           4.0784260205E-1          
12/07/18                  04:54:03.6                3.4020420906E+2           2.6062500000E+1           3.8758000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.3248122253E+2           4.3248122253E+2           2.0205861908E+0           4.0558457198E-1          
12/07/18                  04:54:04.8                3.4020422230E+2           2.6062500000E+1           3.8744000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.3248122253E+2           4.3248122253E+2           1.9954007121E+0           4.0558457198E-1          
12/07/18                  04:54:07.7                3.4020425618E+2           2.6062500000E+1           3.8792000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2999751306E+2           4.2999751306E+2           1.9954007121E+0           4.0000474568E-1          
12/07/18                  04:54:08.8                3.4020426898E+2           2.6125000000E+1           3.8780000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2999751306E+2           4.2999751306E+2           1.9868203853E+0           4.0000474568E-1          
12/07/18                  04:54:11.7                3.4020430286E+2           2.6125000000E+1           3.8850000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2824760915E+2           4.2824760915E+2           1.9868203853E+0           4.0604476287E-1          
12/07/18                  04:54:12.9                3.4020431635E+2           2.6125000000E+1           3.8815000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2824760915E+2           4.2824760915E+2           1.9855957701E+0           4.0604476287E-1          
12/07/18                  04:54:15.9                3.4020435097E+2           2.6125000000E+1           3.8462000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2948175058E+2           4.2948175058E+2           1.9855957701E+0           4.0750268851E-1          
12/07/18                  04:54:17.0                3.4020436363E+2           2.6125000000E+1           3.8662000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2948175058E+2           4.2948175058E+2           1.9822007079E+0           4.0750268851E-1          
12/07/18                  04:54:19.8                3.4020439611E+2           2.6125000000E+1           3.8747000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2514082565E+2           4.2514082565E+2           1.9822007079E+0           4.0777695882E-1          
12/07/18                  04:54:20.9                3.4020440859E+2           2.6125000000E+1           3.8709000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2514082565E+2           4.2514082565E+2           1.9820309842E+0           4.0777695882E-1          
12/07/18                  04:54:23.8                3.4020444229E+2           2.6125000000E+1           3.8657000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2254220353E+2           4.2254220353E+2           1.9820309842E+0           4.0553496952E-1          
12/07/18                  04:54:24.9                3.4020445525E+2           2.6187500000E+1           3.8664000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2254220353E+2           4.2254220353E+2           1.9821061859E+0           4.0553496952E-1          
12/07/18                  04:54:27.9                3.4020448960E+2           2.6187500000E+1           3.8667000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2198690819E+2           4.2198690819E+2           1.9821061859E+0           4.0812585007E-1          
12/07/18                  04:54:28.9                3.4020450202E+2           2.6187500000E+1           3.8667000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2198690819E+2           4.2198690819E+2           1.9821071670E+0           4.0812585007E-1          
12/07/18                  04:54:31.8                3.4020453532E+2           2.6187500000E+1           3.8663000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2134128082E+2           4.2134128082E+2           1.9821071670E+0           4.0627599636E-1          
12/07/18                  04:54:32.9                3.4020454832E+2           2.6187500000E+1           3.8663000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2134128082E+2           4.2134128082E+2           1.9825941254E+0           4.0627599636E-1          
12/07/18                  04:54:35.8                3.4020458208E+2           2.6187500000E+1           3.8663000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2195723996E+2           4.2195723996E+2           1.9825941254E+0           4.0132365005E-1          
12/07/18                  04:54:37.0                3.4020459580E+2           2.6187500000E+1           3.8663000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2195723996E+2           4.2195723996E+2           1.9831012812E+0           4.0132365005E-1          
12/07/18                  04:54:40.0                3.4020463003E+2           2.6187500000E+1           3.8661000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2235923682E+2           4.2235923682E+2           1.9831012812E+0           4.0014298958E-1          
12/07/18                  04:54:41.1                3.4020464237E+2           2.6187500000E+1           3.8661000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2235923682E+2           4.2235923682E+2           1.9837685742E+0           4.0014298958E-1          
12/07/18                  04:54:44.0                3.4020467676E+2           2.6187500000E+1           3.8661000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2206238013E+2           4.2206238013E+2           1.9837685742E+0           4.0525378750E-1          
12/07/18                  04:54:45.2                3.4020469026E+2           2.6187500000E+1           3.8661000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2206238013E+2           4.2206238013E+2           1.9824546502E+0           4.0525378750E-1          
12/07/18                  04:54:48.0                3.4020472244E+2           2.6125000000E+1           3.8669000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2216251513E+2           4.2216251513E+2           1.9824546502E+0           4.0352310549E-1          
12/07/18                  04:54:49.1                3.4020473550E+2           2.6125000000E+1           3.8677000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2216251513E+2           4.2216251513E+2           1.9818707048E+0           4.0352310549E-1          
12/07/18                  04:54:52.0                3.4020476858E+2           2.6125000000E+1           3.8667000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2215842522E+2           4.2215842522E+2           1.9818707048E+0           4.0304236002E-1          
12/07/18                  04:54:53.2                3.4020478246E+2           2.6125000000E+1           3.8675000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2215842522E+2           4.2215842522E+2           1.9830429106E+0           4.0304236002E-1          
12/07/18                  04:54:56.0                3.4020481556E+2           2.6062500000E+1           3.8660000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2270513041E+2           4.2270513041E+2           1.9830429106E+0           4.0819631955E-1          
12/07/18                  04:54:57.2                3.4020482907E+2           2.6062500000E+1           3.8668000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2270513041E+2           4.2270513041E+2           1.9832856916E+0           4.0819631955E-1          
12/07/18                  04:54:59.9                3.4020486000E+2           2.6000000000E+1           3.8560000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2236846237E+2           4.2236846237E+2           1.9832856916E+0           4.0487701904E-1          
12/07/18                  04:55:01.0                3.4020487331E+2           2.6000000000E+1           3.8572000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2236846237E+2           4.2236846237E+2           1.9806158597E+0           4.0487701904E-1          
12/07/18                  04:55:03.8                3.4020490605E+2           2.5875000000E+1           3.8578000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2240710559E+2           4.2240710559E+2           1.9806158597E+0           4.0766761489E-1          
12/07/18                  04:55:04.9                3.4020491889E+2           2.5812500000E+1           3.8583000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2240710559E+2           4.2240710559E+2           1.9833999032E+0           4.0766761489E-1          
12/07/18                  04:55:07.8                3.4020495175E+2           2.5750000000E+1           3.8566000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2320513846E+2           4.2320513846E+2           1.9833999032E+0           4.0800531901E-1          
12/07/18                  04:55:08.8                3.4020496393E+2           2.5687500000E+1           3.8571000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2320513846E+2           4.2320513846E+2           1.9856698383E+0           4.0800531901E-1          
12/07/18                  04:55:11.6                3.4020499625E+2           2.5625000000E+1           3.8576000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2327750337E+2           4.2327750337E+2           1.9856698383E+0           4.0570857052E-1          
12/07/18                  04:55:12.7                3.4020500900E+2           2.5625000000E+1           3.8587000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2327750337E+2           4.2327750337E+2           1.9835338630E+0           4.0570857052E-1          
12/07/18                  04:55:15.6                3.4020504230E+2           2.5500000000E+1           3.8543000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2336097388E+2           4.2336097388E+2           1.9835338630E+0           4.0108958405E-1          
12/07/18                  04:55:16.7                3.4020505507E+2           2.5500000000E+1           3.8560000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2336097388E+2           4.2336097388E+2           1.9868106429E+0           4.0108958405E-1          
12/07/18                  04:55:19.7                3.4020508924E+2           2.5375000000E+1           3.8561000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2429125118E+2           4.2429125118E+2           1.9868106429E+0           4.0796854648E-1          
12/07/18                  04:55:20.8                3.4020510238E+2           2.5375000000E+1           3.8569000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2429125118E+2           4.2429125118E+2           1.9891847847E+0           4.0796854648E-1          
12/07/18                  04:55:23.5                3.4020513422E+2           2.5312500000E+1           3.8573000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2610848480E+2           4.2610848480E+2           1.9891847847E+0           4.0714350602E-1          
12/07/18                  04:55:24.7                3.4020514749E+2           2.5312500000E+1           3.8575000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2610848480E+2           4.2610848480E+2           1.9899030089E+0           4.0714350602E-1          
12/07/18                  04:55:27.6                3.4020518107E+2           2.5187500000E+1           3.8581000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2953399516E+2           4.2953399516E+2           1.9899030089E+0           4.0658369601E-1          
12/07/18                  04:55:28.7                3.4020519392E+2           2.5187500000E+1           3.8584000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2953399516E+2           4.2953399516E+2           1.9945041070E+0           4.0658369601E-1          
12/07/18                  04:55:31.4                3.4020522563E+2           2.5125000000E+1           3.8587000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2738604997E+2           4.2738604997E+2           1.9945041070E+0           4.0323222736E-1          
12/07/18                  04:55:32.7                3.4020523967E+2           2.5125000000E+1           3.8581000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2738604997E+2           4.2738604997E+2           1.9911254496E+0           4.0323222736E-1          
12/07/18                  04:55:35.4                3.4020527168E+2           2.5125000000E+1           3.8590000000E+4           2.0000000000E+0           5.1200000000E+2           1.0000000000E+1           4.2382381161E+2           4.2382381161E+2           1.9911254496E+0           4.0452874887E-1          
12/07/18                  04:55:36.5                3.4020528452E+2           2.5062500000E+1           3.8582000000E+4           2.0000000000E+0           5.1200000000E+2           2.5000000000E+1           4.2382381161E+2           4.2382381161E+2           1.9850235382E+0           4.0452874887E-1          
